TIME,UNEMP_GAP,INFL_OECD,GDP_GAP,COMM,CISS,INFLATION_EXPECTATION
1989-10,-0.4151746876729204,3.056769,0.0050192137328532,-1.4314381270902898,0.0761318181818181,3.0187499999999994
1989-11,-0.4525237618234397,2.937976,0.006852440380612,-3.3251900108577703,0.1039772727272727,3.028
1989-12,-0.4838987613325172,3.040174,0.006852440380612,-5.082128316720491,0.0501,3.036
1990-01,-0.538924957768388,2.691066,0.006852440380612,-7.913030616772665,0.0796086956521739,3.0
1990-02,-0.5954464108620698,2.7897,0.0083971309388669,-2.698361708962416,0.05728,3.040909090909091
1990-03,-0.6830804945470929,2.679528,0.0083971309388669,5.430835259161437,0.0281318181818181,3.186363636363636
1990-04,-0.7500753814627208,2.236422,0.0083971309388669,-1.1586034131830236,0.0227904761904761,3.278260869565217
1990-05,-0.75207075301467,2.340425,0.0098728886146596,-0.5860921907175687,0.0111391304347826,3.391304347826087
1990-06,-0.7778425796262409,2.337938,0.0098728886146596,0.7807520713830396,0.010595238095238,3.334782608695653
1990-07,-0.8126060753428991,2.446809,0.0098728886146596,-3.794466403162056,0.0161363636363636,3.318181818181818
1990-08,-0.8193801030377562,2.765957,0.0161870162848486,-0.2958093672966289,0.1236173913043478,3.2545454545454544
1990-09,-0.8203515102368866,2.975558,0.0161870162848486,3.939343992088351,0.205525,3.472
1990-10,-0.8303040371633663,3.389831,0.0161870162848486,-7.12020298128766,0.1616086956521739,3.6541666666666655
1990-11,-0.8122376161170309,2.959831,0.0250093320400385,-9.919754140344894,0.0707863636363636,3.65625
1990-12,-0.8327007206171506,2.739726,0.0250093320400385,-2.103866565579981,0.0947333333333333,3.652
1991-01,-0.3034719892208182,2.830189,0.0074311662230908,-0.871248789932233,0.1248347826086956,3.2266666666666666
1991-02,-0.3735212924537423,2.848652,0.0074311662230908,-1.8359375000000069,0.09054,3.355555555555556
1991-03,-0.343568254081811,2.848652,0.0074311662230908,8.197373656983697,0.0745761904761904,3.361111111111112
1991-04,-0.4136076503914303,3.081268,-0.0001278886128162,3.0525928650239065,0.0739681818181818,3.4090909090909096
1991-05,-0.4836316066793902,3.164265,-0.0001278886128162,-0.9992862241256284,0.040891304347826,3.486363636363636
1991-06,-0.4536290568254264,3.651127,-0.0001278886128162,2.541456380677732,0.0217599999999999,3.5208333333333326
1991-07,-0.4235852029839169,4.839105,-0.0045702946349406,-0.8261557391457175,0.0290782608695652,3.7
1991-08,-0.3934817470850342,4.513518,-0.0045702946349406,-5.317263381779513,0.079440909090909,3.9
1991-09,-0.3632971226546075,4.189947,-0.0045702946349406,-5.016847622613252,0.0747190476190476,3.9499999999999993
1991-10,-0.3330067270938794,5.054396,0.0059335267906659,-4.119038234134809,0.033791304347826,3.929166666666666
1991-11,-0.3025831545855473,5.710574,0.0059335267906659,-3.473792394655695,0.0262333333333333,3.975
1991-12,-0.2719964298159638,5.748823,0.0059335267906659,-3.705281090289614,0.0259136363636363,4.004166666666666
1992-01,-0.3412142427249147,5.685131,0.0187613020446537,2.056612118531631,0.0447304347826086,3.5499999999999994
1992-02,-0.3102021845143019,5.805515,0.0187613020446537,5.200433369447444,0.03954,3.52
1992-03,-0.2789232135600779,6.240929,0.0187613020446537,3.2543769309989923,0.0093590909090909,3.5700000000000003
1992-04,-0.2473378947028282,6.213873,0.0088599531636228,2.373828047077597,0.0084227272727272,3.5545454545454542
1992-05,-0.2154046405978462,6.195965,0.0088599531636228,-1.9485580670303928,0.0054809523809523,3.6229166666666655
1992-06,-0.1830799554290205,5.873926,0.0088599531636228,-1.748807631160576,0.0121181818181818,3.692
1992-07,-0.1503186813073931,4.957507,0.0047896728474059,-3.0946601941747587,0.0517565217391304,3.706
1992-08,-0.0170742476900302,4.957507,0.0047896728474059,-2.5464412439991646,0.0809047619047619,3.658333333333333
1992-09,0.0167010758323673,4.957507,0.0047896728474059,0.5354465624330729,0.25,3.5750000000000006
1992-10,0.0510551514148351,3.34728,-0.0008198800597085,-1.5338730293992353,0.2976454545454545,3.595454545454545
1992-11,0.0860357123460833,3.333333,-0.0008198800597085,3.461704889658157,0.0912952380952381,3.545833333333333
1992-12,0.1216900979707524,3.32871,-0.0008198800597085,1.129234629861986,0.0500739130434782,3.6173913043478256
1993-01,0.1580649837776757,4.551724,-0.0106844750824803,1.1373035566583978,0.0225238095238095,2.9
1993-02,0.1952061062888823,4.801097,-0.0106844750824803,4.9683091392353385,0.038965,2.9500000000000006
1993-03,0.2331579823891765,4.644809,-0.0106844750824803,1.051811453058038,0.0158086956521739,2.9421052631578952
1993-04,0.1719636227434131,4.489796,-0.013527899532387,-7.208943716268312,0.008,3.052380952380952
1993-05,0.2116642389579315,4.341927,-0.013527899532387,-3.489821354383049,0.0064285714285714,3.1749999999999994
1993-06,0.2522997157592721,4.330176,-0.013527899532387,1.5066724063710568,0.0071863636363636,3.141666666666666
1993-07,0.2939083046622537,4.588394,-0.0101382330799468,3.710771840542826,0.0055727272727272,3.195652173913043
1993-08,0.336526310424631,4.588394,-0.0101382330799468,0.8382743815170901,0.00765,3.1958333333333333
1993-09,0.3801877699931673,4.453441,-0.0101382330799468,-4.480940794809407,0.0146772727272727,3.244
1993-10,0.4249241236609977,4.453441,-0.0137807474411761,0.1061345786457224,0.0121142857142857,3.185
1993-11,0.4707638781736527,4.166667,-0.0137807474411761,4.643765903307906,0.0060590909090909,3.120833333333333
1993-12,0.517732261541143,4.295302,-0.0137807474411761,4.761904761904767,0.0081826086956521,3.0666666666666664
